idpersona;cod_materia;aprueba;nombrecolegio;idpais;anio;idtipoalumno;fecha_examen
21152;A14;S;OTROS;54;2023;5;07/08/2023
82924;16258;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16259;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16260;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16261;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
50179;028;S;ESCUELA PROVINCIAL N° 751;54;2023;5;02/08/2023
82924;16262;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16263;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16264;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16265;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16266;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16267;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16268;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16269;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16270;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16271;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16272;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16273;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
82924;16275;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;11/09/2023
82924;16278;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;11/09/2023
82924;E0499-21;S;ESCUELA DE BIOLOGIA MARINA Y LABORATORISTA N° 1 ATLANTICO SUR;54;2023;2;04/07/2023
122535;A01;S;INSTITUTO SUPERIOR DE FORMACION DOCENTE;54;2023;2;31/07/2023
81243;030;S;DOCTOR RENE GERONIMO FAVALORO;54;2023;5;14/02/2023
83689;16049;S;COLEGIO N° 793;54;2023;2;11/07/2023
79160;A01;S;OTROS;54;2023;5;11/04/2023
79160;A02;S;OTROS;54;2023;5;11/04/2023
79160;A03;S;OTROS;54;2023;5;11/04/2023
79160;A05;S;OTROS;54;2023;5;11/04/2023
79160;A06;S;OTROS;54;2023;5;11/04/2023
79160;A07;S;OTROS;54;2023;5;11/04/2023
79160;A08;S;OTROS;54;2023;5;18/09/2023
79160;A09;S;OTROS;54;2023;5;11/04/2023
79160;A12;S;OTROS;54;2023;5;11/04/2023
79160;A14;S;OTROS;54;2023;5;11/04/2023
44640;GE023;S;INSTITUTO MARIA AUXILIADORA;54;2023;2;07/12/2023
66992;CP005;S;ESCUELA PROVINCIAL N°754;54;2023;5;27/11/2023
122563;A01;S;LEANDRO N. ALEM;54;2023;2;31/07/2023
66992;CP006;S;ESCUELA PROVINCIAL N°754;54;2023;5;07/11/2023
66992;GC002;S;ESCUELA PROVINCIAL N°754;54;2023;2;14/07/2023
75691;A17;S;ESCUELA PROVINCIAL N° 751;54;2023;5;08/06/2023
75691;A20;S;ESCUELA PROVINCIAL N° 751;54;2023;5;07/08/2023
75691;A21;S;ESCUELA PROVINCIAL N° 751;54;2023;5;10/08/2023
75691;A22;S;ESCUELA PROVINCIAL N° 751;54;2023;5;30/08/2023
122539;CSB05;S;ESCUELA PROVINCIAL N° 745;54;2023;2;14/12/2023
122540;16257;S;ESCUELA PROVINCIAL N°754;54;2023;2;31/07/2023
65321;TUPyAJ1;S;INSTITUTO MODELO MARMOL;54;2023;2;12/06/2023
65321;TUPyAJ2;S;INSTITUTO MODELO MARMOL;54;2023;2;12/06/2023
29128;TUPyAJ10;S;OTROS;54;2023;2;10/11/2023
29128;TUPyAJ2;S;OTROS;54;2023;2;12/06/2023
29128;TUPyAJ3;S;OTROS;54;2023;2;12/06/2023
29128;TUPyAJ4;S;OTROS;54;2023;2;05/09/2023
29128;TUPyAJ6;S;OTROS;54;2023;2;10/11/2023
29128;TUPyAJ7;S;OTROS;54;2023;2;10/11/2023
29128;TUPyAJ8;S;OTROS;54;2023;2;10/11/2023
122545;A01;S;"EPES N° 4 ""GRAL M M DE GUEMES""";54;2023;2;14/07/2023
122545;A02;S;"EPES N° 4 ""GRAL M M DE GUEMES""";54;2023;2;31/07/2023
122545;A03;S;"EPES N° 4 ""GRAL M M DE GUEMES""";54;2023;2;14/07/2023
122545;A04;S;"EPES N° 4 ""GRAL M M DE GUEMES""";54;2023;2;07/12/2023
122545;A06;S;"EPES N° 4 ""GRAL M M DE GUEMES""";54;2023;2;29/11/2023
105725;HI001;S;PRESIDENTE DE LA NACION DR. ARTURO ILLIA;54;2023;2;11/07/2023
66910;CP015;S;INSTITUTO DON BOSCO;54;2023;4;19/12/2023
66910;CP023;S;INSTITUTO DON BOSCO;54;2023;4;25/09/2023
66910;CP030;S;INSTITUTO DON BOSCO;54;2023;4;14/12/2023
66910;CP032;S;INSTITUTO DON BOSCO;54;2023;4;25/09/2023
104052;FA007;S;COLEGIO PROV. DE EDUCACION POLIMODAL  N° 6 NICOLAS AVELLANE;54;2023;2;12/07/2023
104052;IF002;S;COLEGIO PROV. DE EDUCACION POLIMODAL  N° 6 NICOLAS AVELLANE;54;2023;2;04/08/2023
104052;MA008;S;COLEGIO PROV. DE EDUCACION POLIMODAL  N° 6 NICOLAS AVELLANE;54;2023;2;20/12/2023
74665;LE007;S;PRESIDENTE DE LA NACION DR. ARTURO ILLIA;54;2023;4;22/11/2023
74665;LE019;S;PRESIDENTE DE LA NACION DR. ARTURO ILLIA;54;2023;4;02/03/2023
74665;LE020;S;PRESIDENTE DE LA NACION DR. ARTURO ILLIA;54;2023;4;15/12/2023
74665;LE007;S;PRESIDENTE DE LA NACION DR. ARTURO ILLIA;54;2023;4;22/11/2023
74665;LE019;S;PRESIDENTE DE LA NACION DR. ARTURO ILLIA;54;2023;4;02/03/2023
74665;LE020;S;PRESIDENTE DE LA NACION DR. ARTURO ILLIA;54;2023;4;15/12/2023
74665;LEB14;S;PRESIDENTE DE LA NACION DR. ARTURO ILLIA;54;2023;4;04/12/2023
74665;LEB20;S;PRESIDENTE DE LA NACION DR. ARTURO ILLIA;54;2023;4;22/11/2023
74665;LEB21;S;PRESIDENTE DE LA NACION DR. ARTURO ILLIA;54;2023;4;02/03/2023
17651;024;S;OTROS;54;2023;5;24/02/2023
17651;028;S;OTROS;54;2023;5;07/08/2023
17651;029;S;OTROS;54;2023;5;21/12/2023
17651;030;S;OTROS;54;2023;5;21/12/2023
122580;16289-24;S;CENTRO RECREATIVO ESTETICO INFANTIL;54;2023;2;08/08/2023
122580;16290-24;S;CENTRO RECREATIVO ESTETICO INFANTIL;54;2023;2;24/10/2023
122580;16291-24;S;CENTRO RECREATIVO ESTETICO INFANTIL;54;2023;2;29/06/2023
122580;16292-24;S;CENTRO RECREATIVO ESTETICO INFANTIL;54;2023;2;14/12/2023
122580;16293-24;S;CENTRO RECREATIVO ESTETICO INFANTIL;54;2023;2;28/11/2023
122580;16294-24;S;CENTRO RECREATIVO ESTETICO INFANTIL;54;2023;2;05/12/2023
122580;16295-24;S;CENTRO RECREATIVO ESTETICO INFANTIL;54;2023;2;24/11/2023
39056;022;S;OTROS;54;2023;5;08/11/2023
107876;FA007;S;DON SANTIAGO ESTRADA;54;2023;2;15/12/2023
107876;IF002;S;DON SANTIAGO ESTRADA;54;2023;2;14/07/2023
65197;028;S;RAQUEL CHATTAH DE BEC;54;2023;4;02/08/2023
65197;029;S;RAQUEL CHATTAH DE BEC;54;2023;4;12/12/2023
65197;030;S;RAQUEL CHATTAH DE BEC;54;2023;4;19/12/2023
65197;031;S;RAQUEL CHATTAH DE BEC;54;2023;4;11/12/2023
17283;017;S;OTROS;54;2023;5;17/04/2023
114592;CE002;S;COLEGIO N° 780;54;2023;2;05/12/2023
114592;CE003;S;COLEGIO N° 780;54;2023;2;07/12/2023
114592;CE004;S;COLEGIO N° 780;54;2023;2;11/12/2023
114592;CE005;S;COLEGIO N° 780;54;2023;2;11/12/2023
114592;CE006;S;COLEGIO N° 780;54;2023;2;11/12/2023
114592;CE007;S;COLEGIO N° 780;54;2023;2;13/12/2023
85944;016;S;21 DE ENERO;54;2023;5;08/06/2023
85944;031;S;21 DE ENERO;54;2023;5;11/12/2023
77995;16257;S;COLEGIO N° 797;54;2023;2;28/08/2023
77995;16258;S;COLEGIO N° 797;54;2023;2;13/07/2023
77995;16259;S;COLEGIO N° 797;54;2023;2;05/12/2023
77995;16260;S;COLEGIO N° 797;54;2023;2;05/12/2023
77995;16261;S;COLEGIO N° 797;54;2023;2;18/12/2023
97047;CSB16;S;ESCUELA DE EDUCACIÓN SECUNDARIA ORIENTADA N°7729;54;2023;4;17/08/2023
97047;CSB32;S;ESCUELA DE EDUCACIÓN SECUNDARIA ORIENTADA N°7729;54;2023;4;15/11/2023
83063;A01;S;Nacional de Trelew;54;2023;5;11/04/2023
83063;A02;S;Nacional de Trelew;54;2023;5;11/04/2023
83063;A06;S;Nacional de Trelew;54;2023;5;11/04/2023
83063;A12;S;Nacional de Trelew;54;2023;5;11/04/2023
80967;031;S;FLORENCIO MOLINA CAMPOS;54;2023;4;11/12/2023
74896;024;S;INSTITUTO CAMWY;54;2023;5;14/12/2023
74896;025;S;INSTITUTO CAMWY;54;2023;5;03/08/2023
74896;026;S;INSTITUTO CAMWY;54;2023;5;07/08/2023
74896;029;S;INSTITUTO CAMWY;54;2023;5;14/12/2023
74896;030;S;INSTITUTO CAMWY;54;2023;5;19/12/2023
53188;A01;S;OTROS;54;2023;5;11/04/2023
53188;A02;S;OTROS;54;2023;5;11/04/2023
53188;A03;S;OTROS;54;2023;5;11/04/2023
53188;A04;S;OTROS;54;2023;5;11/04/2023
53188;A05;S;OTROS;54;2023;5;11/04/2023
53188;A06;S;OTROS;54;2023;5;11/04/2023
53188;A07;S;OTROS;54;2023;5;11/04/2023
53188;A09;S;OTROS;54;2023;5;11/04/2023
53188;A11;S;OTROS;54;2023;5;11/04/2023
53188;A12;S;OTROS;54;2023;5;11/04/2023
53188;A14;S;OTROS;54;2023;5;11/04/2023
88596;020;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;02/02/2023
88596;024;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;14/08/2023
88596;029;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;14/12/2023
66017;028;S;DON SANTIAGO ESTRADA;54;2023;4;02/08/2023
71372;A12;S;LEANDRO N. ALEM;54;2023;5;21/12/2023
108444;121;S;CIUDAD DE YAPEYU;54;2023;4;27/03/2023
45646;030;S;OTROS;54;2023;5;19/12/2023
72386;020;S;ESCUELA AGROTECNICA N° 733;54;2023;4;02/02/2023
69514;A01;S;INSTITUTO WILLIAM CASE MORRIS;54;2023;5;11/04/2023
69514;A02;S;INSTITUTO WILLIAM CASE MORRIS;54;2023;5;11/04/2023
69514;A04;S;INSTITUTO WILLIAM CASE MORRIS;54;2023;5;11/04/2023
69514;A06;S;INSTITUTO WILLIAM CASE MORRIS;54;2023;5;11/04/2023
18154;A01;S;OTROS;54;2023;5;11/04/2023
18154;A02;S;OTROS;54;2023;5;11/04/2023
18154;A03;S;OTROS;54;2023;5;11/04/2023
18154;A04;S;OTROS;54;2023;5;11/04/2023
18154;A05;S;OTROS;54;2023;5;11/04/2023
18154;A06;S;OTROS;54;2023;5;11/04/2023
18154;A07;S;OTROS;54;2023;5;11/04/2023
18154;A09;S;OTROS;54;2023;5;11/04/2023
18154;A12;S;OTROS;54;2023;5;11/04/2023
18154;A14;S;OTROS;54;2023;5;11/04/2023
18154;A17;S;OTROS;54;2023;5;11/04/2023
83186;A04;S;JULIO CORTAZAR;54;2023;5;02/02/2023
83186;A06;S;JULIO CORTAZAR;54;2023;5;21/12/2023
67425;028;S;ESCUELA PROVINCIAL N° 751;54;2023;4;02/08/2023
67425;030;S;ESCUELA PROVINCIAL N° 751;54;2023;4;14/02/2023
122565;ID001;S;CABO BOMBERO VOLUNTARIO JUAN MANUEL PASSERINNI;54;2023;2;11/12/2023
122565;ID003;S;CABO BOMBERO VOLUNTARIO JUAN MANUEL PASSERINNI;54;2023;2;11/12/2023
122565;LE002;S;CABO BOMBERO VOLUNTARIO JUAN MANUEL PASSERINNI;54;2023;2;06/12/2023
122565;LE004;S;CABO BOMBERO VOLUNTARIO JUAN MANUEL PASSERINNI;54;2023;2;03/12/2023
22426;A08;S;OTROS;54;2023;5;18/09/2023
93482;FA007;S;PERITO FRANCISCO MORENO;54;2023;2;12/07/2023
23751;020;S;PEÑIHUE;54;2023;5;02/02/2023
23751;026;S;PEÑIHUE;54;2023;5;07/08/2023
78097;017;S;JULIO CORTAZAR;54;2023;5;20/09/2023
75941;020;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;5;02/02/2023
75941;024;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;5;14/08/2023
75941;025;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;5;03/08/2023
75941;026;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;5;07/08/2023
75941;029;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;5;12/12/2023
75941;030;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;5;19/12/2023
75941;031;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;5;11/12/2023
16762;027;S;OTROS;54;2023;4;30/08/2023
16762;031;S;OTROS;54;2023;4;11/12/2023
21246;A08;S;OTROS;54;2023;5;14/04/2023
21246;A10;S;OTROS;54;2023;5;22/05/2023
21246;A16;S;OTROS;54;2023;5;22/05/2023
29178;028;S;OTROS;54;2023;5;02/08/2023
47676;TUPyAJ11;S;OTROS;54;2023;5;06/02/2023
47676;TUPyAJ12;S;OTROS;54;2023;5;06/02/2023
47676;TUPyAJ13;S;OTROS;54;2023;5;06/02/2023
47676;TUPyAJ14;S;OTROS;54;2023;5;06/03/2023
47676;TUPyAJ15;S;OTROS;54;2023;5;12/06/2023
47676;TUPyAJ16;S;OTROS;54;2023;5;12/06/2023
13102;012;S;PERITO FRANCISCO MORENO;54;2023;4;05/12/2023
13102;029;S;PERITO FRANCISCO MORENO;54;2023;4;02/02/2023
13102;030;S;PERITO FRANCISCO MORENO;54;2023;4;05/12/2023
69422;A01;S;ESCUELA NIVEL POLIMODAL N° 720;54;2023;5;11/04/2023
69422;A02;S;ESCUELA NIVEL POLIMODAL N° 720;54;2023;5;11/04/2023
69422;A03;S;ESCUELA NIVEL POLIMODAL N° 720;54;2023;5;11/04/2023
69422;A04;S;ESCUELA NIVEL POLIMODAL N° 720;54;2023;5;11/04/2023
69422;A05;S;ESCUELA NIVEL POLIMODAL N° 720;54;2023;5;11/04/2023
69422;A06;S;ESCUELA NIVEL POLIMODAL N° 720;54;2023;5;11/04/2023
69422;A07;S;ESCUELA NIVEL POLIMODAL N° 720;54;2023;5;11/04/2023
69422;A09;S;ESCUELA NIVEL POLIMODAL N° 720;54;2023;5;11/04/2023
69422;A12;S;ESCUELA NIVEL POLIMODAL N° 720;54;2023;5;11/04/2023
78603;028;S;DON SANTIAGO ESTRADA;54;2023;5;02/08/2023
122575;TU001;S;LEANDRO N. ALEM;54;2023;2;14/12/2023
122575;TU003;S;LEANDRO N. ALEM;54;2023;2;05/12/2023
122575;TU001;S;LEANDRO N. ALEM;54;2023;2;14/12/2023
122575;TU003;S;LEANDRO N. ALEM;54;2023;2;05/12/2023
26645;A01;S;ESCUELA DE EDUCACION MEDIA NRO. 1;54;2023;5;11/04/2023
26645;A02;S;ESCUELA DE EDUCACION MEDIA NRO. 1;54;2023;5;11/04/2023
26645;A03;S;ESCUELA DE EDUCACION MEDIA NRO. 1;54;2023;5;11/04/2023
26645;A04;S;ESCUELA DE EDUCACION MEDIA NRO. 1;54;2023;5;11/04/2023
26645;A05;S;ESCUELA DE EDUCACION MEDIA NRO. 1;54;2023;5;11/04/2023
26645;A06;S;ESCUELA DE EDUCACION MEDIA NRO. 1;54;2023;5;11/04/2023
26645;A07;S;ESCUELA DE EDUCACION MEDIA NRO. 1;54;2023;5;11/04/2023
26645;A08;S;ESCUELA DE EDUCACION MEDIA NRO. 1;54;2023;5;08/08/2023
26645;A09;S;ESCUELA DE EDUCACION MEDIA NRO. 1;54;2023;5;11/04/2023
26645;A11;S;ESCUELA DE EDUCACION MEDIA NRO. 1;54;2023;5;11/04/2023
26645;A12;S;ESCUELA DE EDUCACION MEDIA NRO. 1;54;2023;5;11/04/2023
16996;A04;S;OTROS;54;2023;5;02/02/2023
16996;A10;S;OTROS;54;2023;5;22/05/2023
16996;A15;S;OTROS;54;2023;5;03/08/2023
16996;A16;S;OTROS;54;2023;5;20/12/2023
109805;A13;S;COLEGIO N° 7722;54;2023;4;06/07/2023
109805;A14;S;COLEGIO N° 7722;54;2023;4;22/06/2023
109805;A15;S;COLEGIO N° 7722;54;2023;4;07/09/2023
109805;A16;S;COLEGIO N° 7722;54;2023;4;04/12/2023
109805;A17;S;COLEGIO N° 7722;54;2023;4;07/12/2023
109805;A18;S;COLEGIO N° 7722;54;2023;4;29/11/2023
109805;A19;S;COLEGIO N° 7722;54;2023;4;30/11/2023
109805;TUPyAJ1;S;COLEGIO N° 7722;54;2023;2;19/05/2023
109805;TUPyAJ10;S;COLEGIO N° 7722;54;2023;2;10/11/2023
109805;TUPyAJ2;S;COLEGIO N° 7722;54;2023;2;19/05/2023
109805;TUPyAJ3;S;COLEGIO N° 7722;54;2023;2;19/05/2023
109805;TUPyAJ4;S;COLEGIO N° 7722;54;2023;2;12/06/2023
109805;TUPyAJ5;S;COLEGIO N° 7722;54;2023;2;12/06/2023
109805;TUPyAJ6;S;COLEGIO N° 7722;54;2023;2;10/11/2023
109805;TUPyAJ9;S;COLEGIO N° 7722;54;2023;2;10/11/2023
53468;014;S;RAQUEL CHATTAH DE BEC;54;2023;5;15/03/2023
59652;A12;S;OTROS;54;2023;5;14/12/2023
59652;A12;S;OTROS;54;2023;5;15/12/2023
59652;A16;S;OTROS;54;2023;5;11/07/2023
48329;A01;S;OTROS;54;2023;5;11/04/2023
48329;A02;S;OTROS;54;2023;5;11/04/2023
48329;A03;S;OTROS;54;2023;5;11/04/2023
48329;A05;S;OTROS;54;2023;5;11/04/2023
48329;A06;S;OTROS;54;2023;5;11/04/2023
48329;A07;S;OTROS;54;2023;5;11/04/2023
48329;A08;S;OTROS;54;2023;5;21/06/2023
48329;A10;S;OTROS;54;2023;5;31/10/2023
48329;A12;S;OTROS;54;2023;5;11/04/2023
48329;A14;S;OTROS;54;2023;5;11/04/2023
48329;A15;S;OTROS;54;2023;5;31/10/2023
48329;A16;S;OTROS;54;2023;5;31/10/2023
48329;A17;S;OTROS;54;2023;5;11/12/2023
12927;020;S;OTROS;54;2023;5;13/02/2023
12927;024;S;OTROS;54;2023;5;14/08/2023
12927;029;S;OTROS;54;2023;5;12/12/2023
12927;030;S;OTROS;54;2023;5;19/12/2023
12927;031;S;OTROS;54;2023;5;11/12/2023
16699;020;S;OTROS;54;2023;4;23/06/2023
16699;024;S;OTROS;54;2023;4;14/08/2023
16699;031;S;OTROS;54;2023;4;11/12/2023
56448;028;S;OTROS;54;2023;5;02/08/2023
60517;11008;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;4;24/08/2023
60517;11010;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;4;28/09/2023
60517;16182;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;4;14/12/2023
60517;11008;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;4;24/08/2023
60517;11010;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;4;28/09/2023
70588;A06;S;COLEGIO AVIADORES DE MALVINAS;54;2023;5;01/02/2023
70588;TMC4;S;COLEGIO AVIADORES DE MALVINAS;54;2023;4;01/02/2023
70588;TMC5;S;COLEGIO AVIADORES DE MALVINAS;54;2023;4;01/02/2023
70588;TMC6;S;COLEGIO AVIADORES DE MALVINAS;54;2023;4;01/02/2023
70588;TMC7;S;COLEGIO AVIADORES DE MALVINAS;54;2023;4;31/07/2023
70588;TMC8;S;COLEGIO AVIADORES DE MALVINAS;54;2023;4;31/07/2023
70588;TMC9;S;COLEGIO AVIADORES DE MALVINAS;54;2023;4;31/07/2023
74125;ID008;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;4;27/02/2023
74125;ID008;S;TTE. CNEL. DE MARINA LUIS PIEDRABUENA;54;2023;4;27/02/2023
39382;A01;S;OTROS;54;2023;5;11/04/2023
39382;A02;S;OTROS;54;2023;5;11/04/2023
39382;A06;S;OTROS;54;2023;5;11/04/2023
39382;A12;S;OTROS;54;2023;5;11/04/2023
122622;16085;S;DR. PASTOR SCHNEIDER;54;2023;2;16/11/2023
85188;A01;S;CENTRO DE EDUCACION MEDIA NRO.96;54;2023;5;28/03/2023
85188;A02;S;CENTRO DE EDUCACION MEDIA NRO.96;54;2023;5;28/03/2023
85188;A06;S;CENTRO DE EDUCACION MEDIA NRO.96;54;2023;5;28/03/2023
81465;024;S;ESCUELA PROVINCIAL N° 751;54;2023;5;14/08/2023
81465;029;S;ESCUELA PROVINCIAL N° 751;54;2023;5;12/12/2023
81465;031;S;ESCUELA PROVINCIAL N° 751;54;2023;5;11/12/2023
72386;024;S;ESCUELA AGROTECNICA N° 733;54;2023;4;14/08/2023
116804;A01;S;COLEGIO PROVINCIAL NRO 710;54;2023;2;05/10/2023
116804;A02;S;COLEGIO PROVINCIAL NRO 710;54;2023;2;02/10/2023
72386;025;S;ESCUELA AGROTECNICA N° 733;54;2023;4;03/08/2023
72386;026;S;ESCUELA AGROTECNICA N° 733;54;2023;4;07/08/2023
72386;029;S;ESCUELA AGROTECNICA N° 733;54;2023;4;12/12/2023
72386;030;S;ESCUELA AGROTECNICA N° 733;54;2023;4;19/12/2023
78094;015;S;ESCUELA AGROTECNICA N° 733;54;2023;5;14/02/2023
73074;030;S;INSTITUTO CAMWY;54;2023;5;14/02/2023
122625;10085-20;S;CENTRO DE EDUCACION MEDIA NRO.72 JOHN F. KENNEDY;54;2023;2;12/07/2023
122625;16139;S;CENTRO DE EDUCACION MEDIA NRO.72 JOHN F. KENNEDY;54;2023;2;12/07/2023
114415;10085-20;S;DR. PASTOR SCHNEIDER;54;2023;2;12/07/2023
78094;026;S;ESCUELA AGROTECNICA N° 733;54;2023;5;07/08/2023
78094;030;S;ESCUELA AGROTECNICA N° 733;54;2023;5;14/02/2023
122658;FA007;S;INSTITUTO SALESIANO SAN JOSE (POLIMODAL);54;2023;2;02/08/2023
51157;A08;S;COLEGIO NACIONAL DE TRELEW;54;2023;5;08/08/2023
51157;A16;S;COLEGIO NACIONAL DE TRELEW;54;2023;5;18/12/2023
51157;GE016;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;21/06/2023
51157;GEB20;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;12/07/2023
51157;GEB20;S;COLEGIO NACIONAL DE TRELEW;54;2023;19;12/07/2023
51157;GEB22;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;07/08/2023
51157;GEB22;S;COLEGIO NACIONAL DE TRELEW;54;2023;19;07/08/2023
51157;GEB23;S;COLEGIO NACIONAL DE TRELEW;54;2023;4;07/08/2023
51157;GEB23;S;COLEGIO NACIONAL DE TRELEW;54;2023;19;07/08/2023
88915;16291-24;S;INSTITUTO ABATE JOSE REY;54;2023;2;29/06/2023
122658;IF002;S;INSTITUTO SALESIANO SAN JOSE (POLIMODAL);54;2023;2;03/08/2023
86361;030;S;COLEGIO PROVINCIAL NRO 710;54;2023;4;18/04/2023
80783;024;S;ESCUELA  DE NIVEL MEDIO N° 730;54;2023;5;14/08/2023
80783;026;S;ESCUELA  DE NIVEL MEDIO N° 730;54;2023;5;07/08/2023
80783;030;S;ESCUELA  DE NIVEL MEDIO N° 730;54;2023;5;19/12/2023
108753;CE001;S;JUAN ABDALA CHAYEP;54;2023;2;12/12/2023
108753;CE003;S;JUAN ABDALA CHAYEP;54;2023;2;07/12/2023
122627;10085;S;COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA;54;2023;2;11/07/2023
108753;CE004;S;JUAN ABDALA CHAYEP;54;2023;2;11/12/2023
108753;CE005;S;JUAN ABDALA CHAYEP;54;2023;2;11/12/2023
108753;CE006;S;JUAN ABDALA CHAYEP;54;2023;2;11/12/2023
122629;A01;S;DR. PASTOR SCHNEIDER;54;2023;2;31/07/2023
122629;A02;S;DR. PASTOR SCHNEIDER;54;2023;2;28/06/2023
122629;A03;S;DR. PASTOR SCHNEIDER;54;2023;2;28/06/2023
108753;CE007;S;JUAN ABDALA CHAYEP;54;2023;2;13/12/2023
104543;E0176-22;S;COLEGIO POLIMODAL NRO. 15 LIB.GRAL. SAN MARTIN;54;2023;4;01/12/2023
104543;E0560-23;S;COLEGIO POLIMODAL NRO. 15 LIB.GRAL. SAN MARTIN;54;2023;4;06/07/2023
118540;16225;S;COLEGIO N° 7704;54;2023;2;05/12/2023
118540;16258;S;COLEGIO N° 7704;54;2023;2;03/10/2023
118540;16259;S;COLEGIO N° 7704;54;2023;2;14/12/2023
75317;A04;S;OTROS;54;2023;5;02/02/2023
75317;A08;S;OTROS;54;2023;5;08/08/2023
35451;A01;S;OTROS;54;2023;2;06/11/2023
35451;A02;S;OTROS;54;2023;2;28/06/2023
122665;10081;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;01/06/2023
122665;10085;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;01/06/2023
122665;11000;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;01/06/2023
122665;11008;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;01/06/2023
122665;11009;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;01/06/2023
122665;11011;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;01/06/2023
122665;11012;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;01/06/2023
122665;13009;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;05/12/2023
122665;14019;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;01/06/2023
122665;14020;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;01/06/2023
122665;14023;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;01/06/2023
122665;16083;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;01/06/2023
122665;16085;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;01/06/2023
122665;16092;S;COLEGIO AGROPECUARIO JUAN XXIII;54;2023;2;23/11/2023
